target name	accession	query name	accession2	E-value_full_sequence	score_full_sequence	bias_full_sequence	E-value_best_first_domain	score_best_first_domain	bias_best_first_domain	exp	reg	clu	ov	env	dom	rep	inc	Description_target
GCA_000008085-CALJACFG_01290	-	COG1234	-	2.7e-35	119.4	0.0	3.2e-35	119.1	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01010	-	COG0094	-	1.6e-35	119.3	0.0	1.8e-35	119.1	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01510	-	COG0088	-	2.2e-35	119.1	0.1	2.6e-35	118.9	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10300	-	COG0057	-	3e-35	119.1	0.1	3.6e-35	118.9	0.1	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08030	-	COG2139	-	6.5e-36	119.0	0.1	7.1e-36	118.8	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04080	-	COG1324	-	9e-36	118.9	0.5	9.8e-36	118.8	0.5	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12420	-	COG0614	-	3.4e-35	118.9	0.1	3.9e-35	118.7	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01950	-	COG4901	-	1.8e-35	118.5	4.8	2.1e-35	118.3	4.8	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00720	-	COG0100	-	2.8e-35	118.2	0.9	3.5e-35	117.9	0.9	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14420	-	COG2083	-	3e-35	117.9	0.2	3.3e-35	117.8	0.2	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_02310	-	COG0010	-	1.1e-34	117.7	0.0	1.4e-34	117.3	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03480	-	COG0483	-	9e-35	117.5	0.0	1.1e-34	117.3	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13340	-	COG0347	-	5.7e-35	117.4	1.5	6.7e-35	117.2	1.5	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13170	-	COG0256	-	7.8e-35	117.1	0.1	1e-34	116.7	0.1	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14510	-	COG0537	-	6.8e-35	117.1	0.0	8.1e-35	116.8	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00030	-	COG1371	-	8.3e-35	116.8	0.0	9e-35	116.7	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12150	-	COG0080	-	1e-34	116.6	1.0	1.2e-34	116.3	1.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00460	-	COG3642	-	1.5e-34	116.5	0.0	1.6e-34	116.3	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02630	-	COG0314	-	9.4e-35	116.5	0.0	1.3e-34	116.1	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03750	-	COG2053	-	3.6e-35	116.4	1.9	3.8e-35	116.4	1.9	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06190	-	COG2905	-	1.3e-34	116.4	1.6	1.7e-34	116.1	1.6	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08780	-	COG1594	-	1.1e-34	116.3	2.5	1.2e-34	116.1	2.5	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03150	-	COG2451	-	5.6e-35	116.1	2.9	6.1e-35	116.0	2.9	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00780	-	COG0396	-	1.8e-34	116.0	0.4	1.6e-20	70.3	0.0	2.0	1	1	1	2	2	2	2	-
GCA_000008085-CALJACFG_04110	-	COG2219	-	2.9e-34	115.7	0.4	3.8e-33	112.0	0.4	2.0	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14610	-	COG2905	-	2.3e-34	115.7	0.4	2.7e-34	115.5	0.4	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02450	-	COG0560	-	5.2e-34	115.4	0.1	6e-34	115.2	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11390	-	COG1631	-	2e-34	115.1	9.4	2.2e-34	115.0	9.4	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12410	-	COG0609	-	4.3e-34	115.1	29.9	5.3e-34	114.8	29.9	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06330	-	COG1586	-	2.9e-34	115.0	0.0	3.4e-34	114.7	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_02560	-	COG0522	-	9.3e-34	114.2	0.5	1.2e-33	113.8	0.5	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01760	-	COG1581	-	3.2e-34	114.0	2.2	3.7e-34	113.8	2.2	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13010	-	COG0750	-	1.2e-33	113.9	10.7	1.7e-31	106.9	6.6	2.9	1	1	1	2	2	2	1	-
GCA_000017945-FLGBHGLA_05210	-	COG0037	-	1.6e-33	113.8	0.0	1.8e-33	113.6	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14230	-	COG1656	-	7e-34	113.8	0.5	2.4e-33	112.1	0.5	1.7	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04650	-	COG2058	-	1.2e-33	113.2	17.2	1.3e-33	113.1	17.2	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05960	-	COG1761	-	4.3e-34	113.2	0.1	4.8e-34	113.0	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07300	-	COG0037	-	2.4e-33	113.2	0.0	3.6e-33	112.7	0.0	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00610	-	COG2129	-	1.9e-33	113.1	0.1	2.4e-33	112.7	0.1	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07820	-	COG0455	-	2.2e-33	113.0	0.0	4.9e-33	111.9	0.0	1.5	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11970	-	COG1370	-	1.6e-33	113.0	0.0	1.9e-33	112.7	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04600	-	COG1041	-	2.7e-33	112.5	0.0	3e-33	112.4	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03790	-	COG1581	-	1e-33	112.4	1.6	1.1e-33	112.3	1.6	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04630	-	COG1818	-	3e-33	112.3	0.0	3.4e-33	112.1	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10730	-	COG0613	-	2.5e-33	112.3	0.0	2.9e-33	112.1	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00910	-	COG1587	-	5.2e-33	111.9	2.6	6.8e-33	111.5	2.6	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04010	-	COG0475	-	4.2e-33	111.7	24.9	4.7e-33	111.5	24.9	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08660	-	COG1522	-	4.2e-33	111.7	0.0	1.7e-20	70.9	0.0	2.0	1	1	0	2	2	2	2	-
GCA_000008085-CALJACFG_04860	-	COG1718	-	5.4e-33	111.3	0.0	6.7e-33	111.0	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04760	-	COG1604	-	7e-33	111.3	0.0	1.7e-32	110.1	0.0	1.5	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05120	-	COG2905	-	5.3e-33	111.3	8.0	7.2e-18	62.2	2.9	3.0	1	1	2	3	3	3	3	-
GCA_000017945-FLGBHGLA_13210	-	COG0023	-	2.9e-33	111.3	0.4	3.2e-33	111.2	0.4	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05240	-	COG2092	-	2.5e-33	110.9	2.6	2.8e-33	110.8	2.6	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11600	-	COG1591	-	9e-33	110.2	0.1	9.8e-33	110.1	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_05110	-	COG1727	-	6.6e-33	110.1	0.6	7e-33	110.0	0.6	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04710	-	COG0382	-	2.4e-32	109.9	16.8	3e-32	109.6	16.8	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10110	-	COG5271	-	1.7e-32	109.7	120.0	9.4e-21	70.8	56.9	2.6	1	1	1	2	2	2	2	-
GCA_000017945-FLGBHGLA_07950	-	COG1405	-	2.5e-32	109.2	0.0	3.3e-32	108.9	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02250	-	COG1936	-	4e-32	108.7	0.0	4.5e-32	108.5	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00660	-	COG0051	-	2.3e-32	108.2	0.4	2.9e-32	107.9	0.4	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11250	-	COG2451	-	1.7e-32	108.2	0.4	1.9e-32	108.0	0.4	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02110	-	COG2014	-	5e-32	108.0	0.0	5.4e-32	107.9	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06240	-	COG1308	-	5.1e-32	108.0	3.8	5.5e-32	107.9	3.8	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10760	-	COG0402	-	7.5e-32	108.0	0.0	8.4e-16	55.2	0.0	2.2	1	1	1	2	2	2	2	-
GCA_000017945-FLGBHGLA_01880	-	COG0103	-	4.7e-32	107.8	0.9	5.4e-32	107.6	0.9	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09780	-	COG2151	-	3.3e-32	107.7	0.4	3.7e-32	107.5	0.4	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14600	-	COG0096	-	4e-32	107.7	0.1	4.5e-32	107.5	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00040	-	COG1676	-	8.3e-32	107.6	0.0	1e-31	107.2	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12060	-	COG1235	-	1.5e-31	107.0	0.0	1.6e-31	107.0	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03980	-	COG2814	-	3.6e-31	106.1	48.8	1.4e-23	81.2	28.6	2.0	1	1	1	2	2	2	2	-
GCA_000008085-CALJACFG_01330	-	COG1833	-	1.6e-31	106.0	0.0	1.8e-31	105.8	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09500	-	COG0239	-	1.7e-31	105.9	7.8	1.9e-31	105.7	7.8	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_02080	-	COG2058	-	3.6e-31	105.2	16.7	6.6e-31	104.3	16.7	1.4	1	1	0	1	1	1	1	-
GCA_000008085-CALJACFG_02820	-	COG0096	-	2.9e-31	104.9	0.1	3.2e-31	104.8	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03510	-	COG1644	-	2.3e-31	104.7	0.0	2.5e-31	104.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00290	-	COG0140	-	4e-31	104.6	0.0	4.5e-31	104.4	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06570	-	COG0639	-	6.2e-31	104.4	0.0	8.2e-31	104.1	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13000	-	COG2163	-	3.3e-31	104.4	0.9	3.6e-31	104.3	0.9	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00330	-	COG4933	-	7.5e-31	104.0	0.0	8.7e-31	103.8	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00590	-	COG0048	-	6.7e-31	103.6	0.3	7.7e-31	103.4	0.3	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12480	-	COG1340	-	1.3e-30	103.6	53.5	1.7e-30	103.2	53.5	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07930	-	COG1400	-	8.1e-31	103.4	0.4	8.4e-31	103.3	0.4	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04590	-	COG1293	-	2e-30	103.2	5.0	7e-30	101.4	5.0	1.7	1	1	0	1	1	1	1	-
GCA_000008085-CALJACFG_00250	-	COG0612	-	3.8e-30	102.5	0.0	4.5e-30	102.2	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06700	-	COG3273	-	3e-30	102.5	13.5	9.2e-25	84.5	7.3	2.0	1	1	1	2	2	2	2	-
GCA_000017945-FLGBHGLA_05550	-	COG2090	-	3.5e-30	102.1	0.0	3.7e-30	102.0	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12500	-	COG2905	-	3.9e-30	102.0	0.8	2.6e-28	96.1	0.8	2.1	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14530	-	COG4027	-	3.4e-30	101.9	0.3	4.9e-30	101.4	0.3	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10660	-	COG4221	-	4.5e-30	101.7	0.3	5.2e-30	101.6	0.3	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05830	-	COG0589	-	4.6e-30	101.6	0.4	5.3e-30	101.4	0.4	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04950	-	COG2129	-	8e-30	101.2	0.2	9.6e-30	101.0	0.2	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_05250	-	COG1514	-	1.1e-29	101.1	0.0	1.3e-29	100.9	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01230	-	COG0121	-	7.5e-30	101.1	0.0	8.9e-30	100.9	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02750	-	COG1383	-	2.6e-30	100.9	2.0	3e-30	100.7	2.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09870	-	COG1931	-	7.9e-30	100.9	0.0	8.7e-30	100.8	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06370	-	COG1236	-	8.7e-30	100.8	0.0	6.2e-28	94.7	0.0	2.0	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00880	-	COG1730	-	8.7e-30	100.6	0.8	9.4e-30	100.5	0.8	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04720	-	COG1180	-	1.5e-29	100.1	0.0	1.7e-29	100.0	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10280	-	COG0197	-	1.1e-29	100.0	0.5	1.2e-29	99.8	0.5	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00790	-	COG0256	-	1.6e-29	99.9	0.0	2.1e-29	99.6	0.0	1.2	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01900	-	COG1631	-	1.1e-29	99.9	4.2	1.3e-29	99.7	4.2	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_02910	-	COG0037	-	2.7e-29	99.9	0.0	3.3e-29	99.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02900	-	COG2097	-	6.9e-30	99.8	0.3	7.7e-30	99.7	0.3	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07250	-	COG1321	-	2.4e-29	99.8	0.7	2.5e-29	99.8	0.7	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09820	-	COG1599	-	2.2e-29	99.7	2.6	2.5e-29	99.5	2.6	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_02850	-	COG2450	-	1.5e-29	99.6	1.1	1.7e-29	99.4	1.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03930	-	COG4352	-	6.6e-30	99.6	0.1	6.8e-30	99.6	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06100	-	COG0091	-	1.2e-29	99.6	0.3	1.4e-29	99.4	0.3	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03880	-	COG2412	-	1.6e-29	98.9	0.5	1.8e-29	98.7	0.5	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06780	-	COG2905	-	4.5e-29	98.5	0.2	5e-29	98.4	0.2	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07290	-	COG1522	-	5.2e-29	98.4	0.8	6e-29	98.2	0.8	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_05330	-	COG2012	-	2.1e-29	98.2	1.8	2.9e-29	97.7	1.8	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12020	-	COG4072	-	4.6e-29	98.1	1.8	5.3e-29	97.8	1.8	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08970	-	COG2152	-	6.8e-29	98.0	0.1	7.8e-29	97.7	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04700	-	COG0589	-	6.2e-29	97.9	0.4	6.8e-29	97.8	0.4	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00980	-	COG1578	-	9.5e-29	97.5	0.0	1.4e-28	96.9	0.0	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08550	-	COG3357	-	1.8e-28	96.7	0.5	1.9e-28	96.6	0.5	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11110	-	COG1390	-	1.8e-28	96.7	18.5	2.3e-28	96.4	18.5	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13030	-	COG1603	-	1.8e-28	96.4	0.0	2.2e-28	96.1	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09940	-	COG0088	-	2.4e-28	96.1	0.0	3e-28	95.8	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03990	-	COG0420	-	3.8e-28	95.9	0.0	4.4e-28	95.7	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02580	-	COG0589	-	2.6e-28	95.9	0.1	2.8e-28	95.8	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_05050	-	COG1675	-	1.8e-28	95.8	1.6	2.2e-28	95.5	1.6	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_05500	-	COG0037	-	5.6e-28	95.6	0.0	6.7e-28	95.3	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13530	-	COG1814	-	3.5e-28	95.5	16.4	8.2e-17	58.2	1.6	2.1	1	1	1	2	2	2	2	-
GCA_000008085-CALJACFG_05040	-	COG0092	-	4.2e-28	95.2	2.1	6.7e-28	94.6	2.1	1.3	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02390	-	COG0569	-	8.4e-28	95.2	1.6	9.2e-28	95.1	1.6	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07170	-	COG1786	-	3.1e-28	95.1	0.2	3.8e-28	94.9	0.2	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07240	-	COG1719	-	8.1e-28	94.7	0.0	9.1e-28	94.5	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14050	-	COG0284	-	7.6e-28	94.7	0.0	8.7e-28	94.5	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08520	-	COG0375	-	6.2e-28	94.3	0.1	6.8e-28	94.1	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01660	-	COG1881	-	8.6e-28	94.2	0.0	1.1e-27	93.9	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12100	-	COG2157	-	4.2e-28	94.1	0.4	5.4e-28	93.8	0.4	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00190	-	COG4043	-	1.4e-27	93.7	0.0	1.4e-27	93.7	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07140	-	COG0258	-	1.5e-27	93.4	0.2	1.8e-27	93.2	0.2	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04370	-	COG1711	-	2.2e-27	93.3	11.1	4.3e-25	85.9	11.1	2.0	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01220	-	COG1522	-	2.2e-27	93.2	0.4	2.8e-27	92.8	0.4	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07280	-	COG0644	-	2.8e-27	93.2	0.0	3.3e-27	92.9	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_02200	-	COG0537	-	1.8e-27	93.1	0.0	2e-27	92.9	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03480	-	COG0101	-	2.3e-27	93.1	0.0	2.8e-26	89.6	0.0	1.9	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06750	-	COG2012	-	8.8e-28	93.0	0.2	9.4e-28	92.9	0.2	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01190	-	COG1325	-	2.5e-27	92.5	3.6	2.7e-27	92.4	3.6	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04050	-	COG1228	-	4.3e-27	92.5	0.0	5.9e-27	92.1	0.0	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11280	-	COG0679	-	3.6e-27	92.5	22.8	4.7e-27	92.2	22.8	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12960	-	COG1144	-	2.1e-27	92.4	4.9	2.3e-27	92.3	4.9	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03070	-	COG3830	-	3.4e-27	92.3	0.6	3.6e-27	92.2	0.6	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08070	-	COG1094	-	3.3e-27	92.2	3.1	4.1e-27	91.9	3.1	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00890	-	COG0051	-	2.7e-27	92.0	1.3	3.1e-27	91.8	1.3	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_02150	-	COG0102	-	3.4e-27	92.0	0.3	4.6e-27	91.6	0.3	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04600	-	COG1833	-	3.7e-27	91.8	0.0	4.5e-27	91.5	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02090	-	COG1305	-	4.3e-27	91.7	3.8	5e-27	91.5	3.8	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01440	-	COG0589	-	5.7e-27	91.6	0.2	6.7e-27	91.4	0.2	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05090	-	COG1522	-	7.4e-27	91.5	0.1	8.6e-27	91.3	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08320	-	COG5306	-	5.4e-27	91.2	14.8	1.5e-14	50.1	2.2	4.1	2	2	1	4	4	4	4	-
GCA_000017945-FLGBHGLA_03910	-	COG1042	-	8.1e-27	91.1	0.7	8.9e-27	90.9	0.7	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00960	-	COG2244	-	1.6e-26	91.0	37.3	1.8e-26	90.8	37.3	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08590	-	COG1402	-	9.6e-27	91.0	0.0	1.3e-26	90.6	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01870	-	COG0102	-	1.1e-26	90.4	1.6	1.5e-26	89.9	1.4	1.4	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07650	-	COG0455	-	2.2e-26	90.1	0.0	2.7e-26	89.8	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04690	-	COG0103	-	1.6e-26	90.0	0.0	1.7e-26	89.8	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07190	-	COG0149	-	2.9e-26	89.5	0.6	1.1e-24	84.4	0.6	2.0	1	1	0	1	1	1	1	-
GCA_000008085-CALJACFG_04750	-	COG1719	-	4.6e-26	89.0	0.0	5.3e-26	88.8	0.0	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06950	-	COG2427	-	5.4e-26	88.9	5.2	6.1e-26	88.7	5.2	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09580	-	COG2018	-	2.3e-26	88.9	1.3	2.7e-26	88.7	1.3	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10090	-	COG2126	-	1.7e-26	88.7	10.9	1.9e-26	88.5	10.9	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03200	-	COG0785	-	5.6e-26	88.4	16.1	5.6e-26	88.4	16.1	1.6	2	0	0	2	2	2	1	-
GCA_000017945-FLGBHGLA_10990	-	COG2442	-	6.2e-26	88.3	0.0	6.2e-26	88.3	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00730	-	COG0639	-	5.7e-26	88.1	0.0	6.8e-26	87.9	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04540	-	COG1657	-	8.6e-26	88.1	4.9	6.9e-17	58.6	0.5	2.7	1	1	0	2	2	2	2	-
GCA_000008085-CALJACFG_02280	-	COG2092	-	3.6e-26	88.0	0.9	3.9e-26	87.9	0.9	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03980	-	COG1180	-	8.1e-26	87.9	0.0	9.6e-26	87.7	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10380	-	COG2814	-	1.3e-25	87.9	47.7	1.6e-25	87.5	47.7	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07470	-	COG2075	-	7e-26	87.8	0.7	7.3e-26	87.7	0.7	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11610	-	COG0231	-	8.5e-26	87.8	0.0	9.7e-26	87.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03930	-	COG1594	-	9.5e-26	87.4	3.0	1.1e-25	87.3	3.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04410	-	COG1591	-	9.9e-26	87.4	0.0	1.1e-25	87.2	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04530	-	COG2246	-	8.5e-26	87.4	2.5	9.6e-26	87.2	2.5	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14860	-	COG1763	-	1.2e-25	87.4	0.2	1.4e-25	87.3	0.2	1.0	1	0	0	1	1	1	1	-
