locus_tag	ftype	length_bp	gene	EC_number	COG	product
FLGBHGLA_12210	CDS	1239	fprA	1.-.-.-	COG0426	Type A flavoprotein FprA
FLGBHGLA_12210	gene	1239	fprA			
FLGBHGLA_12220	CDS	789				hypothetical protein
FLGBHGLA_12220	gene	789				
FLGBHGLA_12230	CDS	189				hypothetical protein
FLGBHGLA_12230	gene	189				
FLGBHGLA_12240	CDS	168				hypothetical protein
FLGBHGLA_12240	gene	168				
FLGBHGLA_12250	CDS	90				hypothetical protein
FLGBHGLA_12250	gene	90				
FLGBHGLA_12260	CDS	447				hypothetical protein
FLGBHGLA_12260	gene	447				
FLGBHGLA_12270	CDS	1134	menC	4.2.1.113		o-succinylbenzoate synthase
FLGBHGLA_12270	gene	1134	menC			
FLGBHGLA_12280	CDS	1104				hypothetical protein
FLGBHGLA_12280	gene	1104				
FLGBHGLA_12290	CDS	681				hypothetical protein
FLGBHGLA_12290	gene	681				
FLGBHGLA_12300	CDS	318				hypothetical protein
FLGBHGLA_12300	gene	318				
FLGBHGLA_12310	CDS	570				hypothetical protein
FLGBHGLA_12310	gene	570				
FLGBHGLA_12320	CDS	792	ubiE_4	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
FLGBHGLA_12320	gene	792	ubiE_4			
FLGBHGLA_12330	CDS	498				hypothetical protein
FLGBHGLA_12330	gene	498				
FLGBHGLA_12340	CDS	219				hypothetical protein
FLGBHGLA_12340	gene	219				
FLGBHGLA_12350	CDS	276			COG2174	50S ribosomal protein L34e
FLGBHGLA_12350	gene	276				
FLGBHGLA_12360	CDS	609	adkA	2.7.4.3	COG2019	Adenylate kinase
FLGBHGLA_12360	gene	609	adkA			
FLGBHGLA_12370	CDS	1440	secY		COG0201	Protein translocase subunit SecY
FLGBHGLA_12370	gene	1440	secY			
FLGBHGLA_12380	CDS	1038				hypothetical protein
FLGBHGLA_12380	gene	1038				
FLGBHGLA_12390	CDS	2355				hypothetical protein
FLGBHGLA_12390	gene	2355				
FLGBHGLA_12400	CDS	453	moaC	4.6.1.17	COG0315	putative cyclic pyranopterin monophosphate synthase
FLGBHGLA_12400	gene	453	moaC			
FLGBHGLA_12410	CDS	849				hypothetical protein
FLGBHGLA_12410	gene	849				
FLGBHGLA_12420	CDS	921	btuF		COG0614	Cobalamin-binding protein
FLGBHGLA_12420	gene	921	btuF			
FLGBHGLA_12430	CDS	888				Iron-sulfur cluster carrier protein
FLGBHGLA_12430	gene	888				
FLGBHGLA_12440	CDS	339				hypothetical protein
FLGBHGLA_12440	gene	339				
FLGBHGLA_12450	CDS	552		3.-.-.-	COG1335	putative isochorismatase family protein
FLGBHGLA_12450	gene	552				
FLGBHGLA_12460	CDS	906	thrB	2.7.1.39	COG0083	Homoserine kinase
FLGBHGLA_12460	gene	906	thrB			
FLGBHGLA_12470	CDS	1113				hypothetical protein
FLGBHGLA_12470	gene	1113				
FLGBHGLA_12480	CDS	885	smc_2			Chromosome partition protein Smc
FLGBHGLA_12480	gene	885	smc_2			
FLGBHGLA_12490	CDS	780		3.6.5.-	COG1100	GPN-loop GTPase
FLGBHGLA_12490	gene	780				
FLGBHGLA_12500	CDS	984	metXA_2	2.3.1.31	COG0517	Homoserine O-acetyltransferase
FLGBHGLA_12500	gene	984	metXA_2			
FLGBHGLA_12510	CDS	423				hypothetical protein
FLGBHGLA_12510	gene	423				
FLGBHGLA_12520	CDS	1026	atpC			V-type ATP synthase subunit C
FLGBHGLA_12520	gene	1026	atpC			
FLGBHGLA_12530	CDS	342				hypothetical protein
FLGBHGLA_12530	gene	342				
FLGBHGLA_12540	CDS	651				hypothetical protein
FLGBHGLA_12540	gene	651				
FLGBHGLA_12550	CDS	300				hypothetical protein
FLGBHGLA_12550	gene	300				
FLGBHGLA_12560	CDS	726				hypothetical protein
FLGBHGLA_12560	gene	726				
FLGBHGLA_12570	CDS	720	livG_3		COG0411	putative branched-chain amino acid transport ATP-binding protein LivG
FLGBHGLA_12570	gene	720	livG_3			
FLGBHGLA_12580	CDS	1317				hypothetical protein
FLGBHGLA_12580	gene	1317				
FLGBHGLA_12590	CDS	375				hypothetical protein
FLGBHGLA_12590	gene	375				
FLGBHGLA_12600	CDS	1704			COG0517	putative protein
FLGBHGLA_12600	gene	1704				
FLGBHGLA_12610	CDS	108				hypothetical protein
FLGBHGLA_12610	gene	108				
FLGBHGLA_12620	CDS	165				hypothetical protein
FLGBHGLA_12620	gene	165				
FLGBHGLA_12630	CDS	234				hypothetical protein
FLGBHGLA_12630	gene	234				
FLGBHGLA_12640	CDS	513				hypothetical protein
FLGBHGLA_12640	gene	513				
FLGBHGLA_12650	CDS	1590	pheT_2	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
FLGBHGLA_12650	gene	1590	pheT_2			
FLGBHGLA_12660	CDS	1437	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
FLGBHGLA_12660	gene	1437	pheS			
FLGBHGLA_12670	CDS	1494	glnA	6.3.1.2	COG0174	Glutamine synthetase
FLGBHGLA_12670	gene	1494	glnA			
FLGBHGLA_12680	CDS	228				hypothetical protein
FLGBHGLA_12680	gene	228				
FLGBHGLA_12690	CDS	291				hypothetical protein
FLGBHGLA_12690	gene	291				
FLGBHGLA_12700	CDS	423				hypothetical protein
FLGBHGLA_12700	gene	423				
FLGBHGLA_12710	CDS	792				hypothetical protein
FLGBHGLA_12710	gene	792				
FLGBHGLA_12720	CDS	447				hypothetical protein
FLGBHGLA_12720	gene	447				
FLGBHGLA_12730	CDS	363				hypothetical protein
FLGBHGLA_12730	gene	363				
FLGBHGLA_12740	CDS	534			COG1853	putative protein
FLGBHGLA_12740	gene	534				
FLGBHGLA_12750	CDS	552	fucA	4.1.2.17	COG0235	L-fuculose phosphate aldolase
FLGBHGLA_12750	gene	552	fucA			
FLGBHGLA_12760	CDS	417				hypothetical protein
FLGBHGLA_12760	gene	417				
FLGBHGLA_12770	CDS	219	mvhB_2		COG1145	Polyferredoxin protein MvhB
FLGBHGLA_12770	gene	219	mvhB_2			
FLGBHGLA_12780	CDS	459				hypothetical protein
FLGBHGLA_12780	gene	459				
FLGBHGLA_12790	CDS	804				hypothetical protein
FLGBHGLA_12790	gene	804				
FLGBHGLA_12800	CDS	537				hypothetical protein
FLGBHGLA_12800	gene	537				
FLGBHGLA_12810	CDS	189				hypothetical protein
FLGBHGLA_12810	gene	189				
FLGBHGLA_12820	CDS	549				hypothetical protein
FLGBHGLA_12820	gene	549				
FLGBHGLA_12830	CDS	735				hypothetical protein
FLGBHGLA_12830	gene	735				
FLGBHGLA_12840	CDS	1515			COG1855	putative KH and PIN-domain containing protein
FLGBHGLA_12840	gene	1515				
FLGBHGLA_12850	CDS	1152				hypothetical protein
FLGBHGLA_12850	gene	1152				
FLGBHGLA_12860	CDS	849	tdh	1.1.1.103		L-threonine 3-dehydrogenase
FLGBHGLA_12860	gene	849	tdh			
FLGBHGLA_12870	CDS	528	leuD_2	4.2.1.33	COG0066	Isopropylmalate/citramalate isomerase small subunit
FLGBHGLA_12870	gene	528	leuD_2			
FLGBHGLA_12880	CDS	1434	cimA_2	2.3.1.182	COG0119	(R)-citramalate synthase CimA
FLGBHGLA_12880	gene	1434	cimA_2			
FLGBHGLA_12890	CDS	624				hypothetical protein
FLGBHGLA_12890	gene	624				
FLGBHGLA_12900	CDS	1068				hypothetical protein
FLGBHGLA_12900	gene	1068				
FLGBHGLA_12910	CDS	2142	purL	6.3.5.3		Phosphoribosylformylglycinamidine synthase subunit PurL
FLGBHGLA_12910	gene	2142	purL			
FLGBHGLA_12920	CDS	846				hypothetical protein
FLGBHGLA_12920	gene	846				
FLGBHGLA_12930	CDS	702				hypothetical protein
FLGBHGLA_12930	gene	702				
FLGBHGLA_12940	CDS	3837				hypothetical protein
FLGBHGLA_12940	gene	3837				
FLGBHGLA_12950	CDS	555	porG			Pyruvate/ketoisovalerate oxidoreductases common subunit gamma
FLGBHGLA_12950	gene	555	porG			
FLGBHGLA_12960	CDS	309	porD_2		COG1144	Pyruvate synthase subunit PorD
FLGBHGLA_12960	gene	309	porD_2			
FLGBHGLA_12970	CDS	1182	porA	1.2.7.1	COG0674	Pyruvate synthase subunit PorA
FLGBHGLA_12970	gene	1182	porA			
FLGBHGLA_12980	CDS	969	porB	1.2.7.1	COG1013	Pyruvate synthase subunit PorB
FLGBHGLA_12980	gene	969	porB			
FLGBHGLA_12990	CDS	1038	truD	5.4.99.27	COG0585	putative tRNA pseudouridine synthase D
FLGBHGLA_12990	gene	1038	truD			
FLGBHGLA_13000	CDS	312			COG2163	50S ribosomal protein L14e
FLGBHGLA_13000	gene	312				
FLGBHGLA_13010	CDS	1086				hypothetical protein
FLGBHGLA_13010	gene	1086				
FLGBHGLA_13020	CDS	936	mdh	1.1.1.37	COG0039	Malate dehydrogenase
FLGBHGLA_13020	gene	936	mdh			
FLGBHGLA_13030	CDS	735				hypothetical protein
FLGBHGLA_13030	gene	735				
FLGBHGLA_13040	CDS	1116	rlmI_2	2.1.1.191		Ribosomal RNA large subunit methyltransferase I
FLGBHGLA_13040	gene	1116	rlmI_2			
FLGBHGLA_13050	CDS	258	ihomp1			Major outer membrane protein 1
FLGBHGLA_13050	gene	258	ihomp1			
FLGBHGLA_13060	CDS	840	dxs_2	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
FLGBHGLA_13060	gene	840	dxs_2			
FLGBHGLA_13070	CDS	393	eif2b		COG1601	Translation initiation factor 2 subunit beta
FLGBHGLA_13070	gene	393	eif2b			
FLGBHGLA_13080	CDS	192				hypothetical protein
FLGBHGLA_13080	gene	192				
FLGBHGLA_13090	CDS	2310				hypothetical protein
FLGBHGLA_13090	gene	2310				
FLGBHGLA_13100	CDS	672			COG1136	putative ABC transporter ATP-binding protein
FLGBHGLA_13100	gene	672				
FLGBHGLA_13110	CDS	864				hypothetical protein
FLGBHGLA_13110	gene	864				
FLGBHGLA_13120	CDS	498				hypothetical protein
FLGBHGLA_13120	gene	498				
FLGBHGLA_13130	CDS	522				hypothetical protein
FLGBHGLA_13130	gene	522				
FLGBHGLA_13140	CDS	447			COG0200	50S ribosomal protein L15
FLGBHGLA_13140	gene	447				
FLGBHGLA_13150	CDS	480			COG1841	50S ribosomal protein L30
FLGBHGLA_13150	gene	480				
FLGBHGLA_13160	CDS	636	rps5		COG0098	30S ribosomal protein S5
FLGBHGLA_13160	gene	636	rps5			
FLGBHGLA_13170	CDS	615			COG0256	50S ribosomal protein L18
FLGBHGLA_13170	gene	615				
FLGBHGLA_13180	CDS	453			COG2147	50S ribosomal protein L19e
FLGBHGLA_13180	gene	453				
FLGBHGLA_13190	CDS	447			COG1717	50S ribosomal protein L32e
FLGBHGLA_13190	gene	447				
FLGBHGLA_13200	CDS	561	rpl6		COG0097	50S ribosomal protein L6
FLGBHGLA_13200	gene	561	rpl6			
FLGBHGLA_13210	CDS	315			COG0023	Protein translation factor SUI1 
FLGBHGLA_13210	gene	315				
FLGBHGLA_13220	CDS	171	rpoP	2.7.7.6	COG1996	DNA-directed RNA polymerase subunit P
FLGBHGLA_13220	gene	171	rpoP			
FLGBHGLA_13230	CDS	582				hypothetical protein
FLGBHGLA_13230	gene	582				
FLGBHGLA_13240	CDS	747		3.1.3.18	COG0561	Phosphoglycolate phosphatase
FLGBHGLA_13240	gene	747				
FLGBHGLA_13250	CDS	525				hypothetical protein
FLGBHGLA_13250	gene	525				
FLGBHGLA_13260	CDS	516				hypothetical protein
FLGBHGLA_13260	gene	516				
FLGBHGLA_13270	CDS	2097		3.6.4.12	COG1204	ATP-dependent DNA helicase Hel308
FLGBHGLA_13270	gene	2097				
FLGBHGLA_13280	CDS	1281	aroA	2.5.1.19		3-phosphoshikimate 1-carboxyvinyltransferase
FLGBHGLA_13280	gene	1281	aroA			
FLGBHGLA_13290	CDS	453				hypothetical protein
FLGBHGLA_13290	gene	453				
FLGBHGLA_13300	CDS	627				hypothetical protein
FLGBHGLA_13300	gene	627				
FLGBHGLA_13310	CDS	234				hypothetical protein
FLGBHGLA_13310	gene	234				
FLGBHGLA_13320	CDS	123				hypothetical protein
FLGBHGLA_13320	gene	123				
FLGBHGLA_13330	CDS	1224			COG0004	Putative ammonium transporter
FLGBHGLA_13330	gene	1224				
FLGBHGLA_13340	CDS	351			COG0347	putative nitrogen regulatory PII-like protein
FLGBHGLA_13340	gene	351				
FLGBHGLA_13350	CDS	228				hypothetical protein
FLGBHGLA_13350	gene	228				
FLGBHGLA_13360	CDS	1275	cdc6-2		COG1474	ORC1-type DNA replication protein 2
FLGBHGLA_13360	gene	1275	cdc6-2			
FLGBHGLA_13370	CDS	225				hypothetical protein
FLGBHGLA_13370	gene	225				
FLGBHGLA_13380	CDS	2070	MCM	3.6.4.12	COG1241	Minichromosome maintenance protein MCM
FLGBHGLA_13380	gene	2070	MCM			
FLGBHGLA_13390	CDS	573				hypothetical protein
FLGBHGLA_13390	gene	573				
FLGBHGLA_13400	CDS	990	rfcS		COG0470	Replication factor C small subunit
FLGBHGLA_13400	gene	990	rfcS			
FLGBHGLA_13410	CDS	1431	rfcL		COG0470	Replication factor C large subunit
FLGBHGLA_13410	gene	1431	rfcL			
FLGBHGLA_13420	CDS	1140	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
FLGBHGLA_13420	gene	1140	trpS			
FLGBHGLA_13430	CDS	327				hypothetical protein
FLGBHGLA_13430	gene	327				
FLGBHGLA_13440	CDS	153				hypothetical protein
FLGBHGLA_13440	gene	153				
FLGBHGLA_13450	CDS	222				hypothetical protein
FLGBHGLA_13450	gene	222				
FLGBHGLA_13460	CDS	1311				hypothetical protein
FLGBHGLA_13460	gene	1311				
FLGBHGLA_13470	CDS	1791	atpA	3.6.3.14	COG1155	V-type ATP synthase alpha chain
FLGBHGLA_13470	gene	1791	atpA			
FLGBHGLA_13480	CDS	216				hypothetical protein
FLGBHGLA_13480	gene	216				
FLGBHGLA_13490	CDS	1047				hypothetical protein
FLGBHGLA_13490	gene	1047				
FLGBHGLA_13500	CDS	837	speE_2	2.5.1.16		Polyamine aminopropyltransferase
FLGBHGLA_13500	gene	837	speE_2			
FLGBHGLA_13510	CDS	918				hypothetical protein
FLGBHGLA_13510	gene	918				
FLGBHGLA_13520	CDS	492				hypothetical protein
FLGBHGLA_13520	gene	492				
FLGBHGLA_13530	CDS	879				hypothetical protein
FLGBHGLA_13530	gene	879				
FLGBHGLA_13540	CDS	564				hypothetical protein
FLGBHGLA_13540	gene	564				
FLGBHGLA_13550	CDS	843				hypothetical protein
FLGBHGLA_13550	gene	843				
FLGBHGLA_13560	CDS	537				hypothetical protein
FLGBHGLA_13560	gene	537				
FLGBHGLA_13570	CDS	747				hypothetical protein
FLGBHGLA_13570	gene	747				
FLGBHGLA_13580	CDS	1077				hypothetical protein
FLGBHGLA_13580	gene	1077				
FLGBHGLA_13590	CDS	819				hypothetical protein
FLGBHGLA_13590	gene	819				
FLGBHGLA_13600	CDS	660	metG_3	6.1.1.10	COG0073	Methionine--tRNA ligase
FLGBHGLA_13600	gene	660	metG_3			
FLGBHGLA_13610	CDS	519				hypothetical protein
FLGBHGLA_13610	gene	519				
FLGBHGLA_13620	CDS	951	guaB_2	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
FLGBHGLA_13620	gene	951	guaB_2			
FLGBHGLA_13630	CDS	714				hypothetical protein
FLGBHGLA_13630	gene	714				
FLGBHGLA_13640	CDS	549				hypothetical protein
FLGBHGLA_13640	gene	549				
FLGBHGLA_13650	CDS	285				hypothetical protein
FLGBHGLA_13650	gene	285				
FLGBHGLA_13660	CDS	279				hypothetical protein
FLGBHGLA_13660	gene	279				
FLGBHGLA_13670	CDS	1785				hypothetical protein
FLGBHGLA_13670	gene	1785				
FLGBHGLA_13680	CDS	261				hypothetical protein
FLGBHGLA_13680	gene	261				
FLGBHGLA_13690	CDS	921		3.6.3.16	COG0003	Putative arsenical pump-driving ATPase
FLGBHGLA_13690	gene	921				
FLGBHGLA_13700	CDS	597				hypothetical protein
FLGBHGLA_13700	gene	597				
FLGBHGLA_13710	CDS	162				hypothetical protein
FLGBHGLA_13710	gene	162				
FLGBHGLA_13720	CDS	510		2.1.1.-	COG0500	Protein-lysine N-methyltransferase
FLGBHGLA_13720	gene	510				
FLGBHGLA_13730	CDS	540				hypothetical protein
FLGBHGLA_13730	gene	540				
FLGBHGLA_13740	CDS	765	trpC	4.1.1.48	COG0134	Indole-3-glycerol phosphate synthase
FLGBHGLA_13740	gene	765	trpC			
FLGBHGLA_13750	CDS	1056			COG1136	putative ABC transporter ATP-binding protein
FLGBHGLA_13750	gene	1056				
FLGBHGLA_13760	CDS	1182	trm4_2	2.1.1.-	COG0144	tRNA (cytosine(48)-C(5))-methyltransferase
FLGBHGLA_13760	gene	1182	trm4_2			
FLGBHGLA_13770	CDS	495				hypothetical protein
FLGBHGLA_13770	gene	495				
FLGBHGLA_13780	CDS	1068	mfnC	2.6.1.108	COG0436	(5-formylfuran-3-yl)methyl phosphate transaminase
FLGBHGLA_13780	gene	1068	mfnC			
FLGBHGLA_13790	CDS	462	ribC	2.5.1.9	COG1731	Riboflavin synthase
FLGBHGLA_13790	gene	462	ribC			
FLGBHGLA_13800	CDS	1119	thiI_3	2.8.1.4		tRNA sulfurtransferase
FLGBHGLA_13800	gene	1119	thiI_3			
FLGBHGLA_13810	CDS	1158				hypothetical protein
FLGBHGLA_13810	gene	1158				
FLGBHGLA_13820	CDS	1323				hypothetical protein
FLGBHGLA_13820	gene	1323				
FLGBHGLA_13830	CDS	966			COG1136	putative ABC transporter ATP-binding protein
FLGBHGLA_13830	gene	966				
FLGBHGLA_13840	CDS	603	malK_6	3.6.3.19		Trehalose/maltose import ATP-binding protein MalK
FLGBHGLA_13840	gene	603	malK_6			
FLGBHGLA_13850	CDS	741	wtpB		COG0555	Molybdate/tungstate transport system permease protein WtpB
FLGBHGLA_13850	gene	741	wtpB			
FLGBHGLA_13860	CDS	780				hypothetical protein
FLGBHGLA_13860	gene	780				
FLGBHGLA_13870	CDS	471	tfx		COG1356	DNA-binding protein Tfx
FLGBHGLA_13870	gene	471	tfx			
FLGBHGLA_13880	CDS	684				hypothetical protein
FLGBHGLA_13880	gene	684				
FLGBHGLA_13890	CDS	1092	prf1		COG1503	Peptide chain release factor subunit 1
FLGBHGLA_13890	gene	1092	prf1			
FLGBHGLA_13900	CDS	567	guaAA_1	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing] subunit A
FLGBHGLA_13900	gene	567	guaAA_1			
FLGBHGLA_13910	CDS	756	rpl2		COG0090	50S ribosomal protein L2
FLGBHGLA_13910	gene	756	rpl2			
FLGBHGLA_13920	CDS	189				hypothetical protein
FLGBHGLA_13920	gene	189				
FLGBHGLA_13930	CDS	2685		3.6.4.13	COG0513	putative ATP-dependent RNA helicase
FLGBHGLA_13930	gene	2685				
FLGBHGLA_13940	CDS	375	sorA	1.15.1.2	COG2033	Superoxide reductase
FLGBHGLA_13940	gene	375	sorA			
FLGBHGLA_13950	CDS	756	nadX_2	1.4.1.21	COG1712	putative L-aspartate dehydrogenase
FLGBHGLA_13950	gene	756	nadX_2			
FLGBHGLA_13960	CDS	846				hypothetical protein
FLGBHGLA_13960	gene	846				
FLGBHGLA_13970	CDS	3540				hypothetical protein
FLGBHGLA_13970	gene	3540				
FLGBHGLA_13980	CDS	645				hypothetical protein
FLGBHGLA_13980	gene	645				
FLGBHGLA_13990	CDS	183				hypothetical protein
FLGBHGLA_13990	gene	183				
FLGBHGLA_14000	CDS	1359				hypothetical protein
FLGBHGLA_14000	gene	1359				
FLGBHGLA_14010	CDS	684				hypothetical protein
FLGBHGLA_14010	gene	684				
FLGBHGLA_14020	CDS	327				hypothetical protein
FLGBHGLA_14020	gene	327				
FLGBHGLA_14030	CDS	1257				hypothetical protein
FLGBHGLA_14030	gene	1257				
FLGBHGLA_14040	CDS	645				hypothetical protein
FLGBHGLA_14040	gene	645				
FLGBHGLA_14050	CDS	636	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
FLGBHGLA_14050	gene	636	pyrF			
FLGBHGLA_14060	CDS	1917				hypothetical protein
FLGBHGLA_14060	gene	1917				
FLGBHGLA_14070	CDS	1941	cysH_3	1.8.4.8		Phosphoadenosine phosphosulfate reductase
FLGBHGLA_14070	gene	1941	cysH_3			
FLGBHGLA_14080	CDS	912	nanK	2.7.1.60		N-acetylmannosamine kinase
FLGBHGLA_14080	gene	912	nanK			
FLGBHGLA_14090	CDS	408				hypothetical protein
FLGBHGLA_14090	gene	408				
FLGBHGLA_14100	CDS	537			COG0071	Small heat shock protein HSP16.5
FLGBHGLA_14100	gene	537				
FLGBHGLA_14110	CDS	546	betI			HTH-type transcriptional regulator BetI
FLGBHGLA_14110	gene	546	betI			
FLGBHGLA_14120	CDS	1206	ychF			Ribosome-binding ATPase YchF
FLGBHGLA_14120	gene	1206	ychF			
FLGBHGLA_14130	CDS	1269				hypothetical protein
FLGBHGLA_14130	gene	1269				
FLGBHGLA_14140	CDS	1995	mvhA	1.12.99.-	COG3259	F420-non-reducing hydrogenase subunit A
FLGBHGLA_14140	gene	1995	mvhA			
FLGBHGLA_14150	CDS	825				hypothetical protein
FLGBHGLA_14150	gene	825				
FLGBHGLA_14160	CDS	1440	hdrD	1.8.98.1	COG0247	CoB--CoM heterodisulfide reductase iron-sulfur subunit D
FLGBHGLA_14160	gene	1440	hdrD			
FLGBHGLA_14170	CDS	540	amzA	3.4.-.-	COG1913	Archaemetzincin
FLGBHGLA_14170	gene	540	amzA			
FLGBHGLA_14180	CDS	846		3.5.3.24	COG0010	N(1)-aminopropylagmatine ureohydrolase
FLGBHGLA_14180	gene	846				
FLGBHGLA_14190	CDS	951	tfb		COG1405	Transcription initiation factor IIB
FLGBHGLA_14190	gene	951	tfb			
FLGBHGLA_14200	CDS	792		3.2.2.-	COG4047	N-glycosylase/DNA lyase
FLGBHGLA_14200	gene	792				
FLGBHGLA_14210	CDS	1236	apgM1	5.4.2.12	COG3635	2,3-bisphosphoglycerate-independent phosphoglycerate mutase 1
FLGBHGLA_14210	gene	1236	apgM1			
FLGBHGLA_14220	CDS	822				hypothetical protein
FLGBHGLA_14220	gene	822				
FLGBHGLA_14230	CDS	402				hypothetical protein
FLGBHGLA_14230	gene	402				
FLGBHGLA_14240	CDS	966	ndhI_1	1.6.5.11		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
FLGBHGLA_14240	gene	966	ndhI_1			
FLGBHGLA_14250	CDS	963	ndhI_2	1.6.5.11		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
FLGBHGLA_14250	gene	963	ndhI_2			
FLGBHGLA_14260	CDS	3750	nasA	1.7.7.2		Assimilatory nitrate reductase
FLGBHGLA_14260	gene	3750	nasA			
FLGBHGLA_14270	CDS	342				hypothetical protein
FLGBHGLA_14270	gene	342				
FLGBHGLA_14280	CDS	642				hypothetical protein
FLGBHGLA_14280	gene	642				
FLGBHGLA_14290	CDS	1866	ablA	5.4.3.2	COG1509	L-lysine 2,3-aminomutase
FLGBHGLA_14290	gene	1866	ablA			
FLGBHGLA_14300	CDS	2223	fusA		COG0480	Elongation factor 2
FLGBHGLA_14300	gene	2223	fusA			
FLGBHGLA_14310	CDS	858				hypothetical protein
FLGBHGLA_14310	gene	858				
FLGBHGLA_14320	CDS	2637			COG0419	DNA double-strand break repair Rad50 ATPase
FLGBHGLA_14320	gene	2637				
FLGBHGLA_14330	CDS	552				hypothetical protein
FLGBHGLA_14330	gene	552				
FLGBHGLA_14340	CDS	936	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase, anabolic
FLGBHGLA_14340	gene	936	argF			
FLGBHGLA_14350	CDS	798				hypothetical protein
FLGBHGLA_14350	gene	798				
FLGBHGLA_14360	CDS	471				hypothetical protein
FLGBHGLA_14360	gene	471				
FLGBHGLA_14370	CDS	1209				hypothetical protein
FLGBHGLA_14370	gene	1209				
FLGBHGLA_14380	CDS	822	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
FLGBHGLA_14380	gene	822	nadE			
FLGBHGLA_14390	CDS	1986				hypothetical protein
FLGBHGLA_14390	gene	1986				
FLGBHGLA_14400	CDS	792	rio2	2.7.11.1	COG0478	RIO-type serine/threonine-protein kinase Rio2
FLGBHGLA_14400	gene	792	rio2			
FLGBHGLA_14410	CDS	915				hypothetical protein
FLGBHGLA_14410	gene	915				
FLGBHGLA_14420	CDS	447				hypothetical protein
FLGBHGLA_14420	gene	447				
FLGBHGLA_14430	CDS	357				hypothetical protein
FLGBHGLA_14430	gene	357				
FLGBHGLA_14440	CDS	345				hypothetical protein
FLGBHGLA_14440	gene	345				
FLGBHGLA_14450	CDS	603				hypothetical protein
FLGBHGLA_14450	gene	603				
FLGBHGLA_14460	CDS	3144	pycA	6.4.1.1	COG0439	Pyruvate carboxylase subunit A
FLGBHGLA_14460	gene	3144	pycA			
FLGBHGLA_14470	CDS	1122	guaAA_2	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing] subunit A
FLGBHGLA_14470	gene	1122	guaAA_2			
FLGBHGLA_14480	CDS	1191	fadA	2.3.1.16		3-ketoacyl-CoA thiolase
FLGBHGLA_14480	gene	1191	fadA			
FLGBHGLA_14490	CDS	171	lysW			Alpha-aminoadipate/glutamate carrier protein LysW
FLGBHGLA_14490	gene	171	lysW			
FLGBHGLA_14500	CDS	858	argX	6.3.2.-	COG0189	Glutamate--LysW ligase ArgX
FLGBHGLA_14500	gene	858	argX			
FLGBHGLA_14510	CDS	495				hypothetical protein
FLGBHGLA_14510	gene	495				
FLGBHGLA_14520	CDS	792	flaK	3.4.23.52	COG1989	Preflagellin peptidase
FLGBHGLA_14520	gene	792	flaK			
FLGBHGLA_14530	CDS	1170				hypothetical protein
FLGBHGLA_14530	gene	1170				
FLGBHGLA_14540	CDS	354			COG0186	30S ribosomal protein S17
FLGBHGLA_14540	gene	354				
FLGBHGLA_14550	CDS	414			COG0093	50S ribosomal protein L14
FLGBHGLA_14550	gene	414				
FLGBHGLA_14560	CDS	378			COG0198	50S ribosomal protein L24
FLGBHGLA_14560	gene	378				
FLGBHGLA_14570	CDS	768	rps4e		COG1471	30S ribosomal protein S4e
FLGBHGLA_14570	gene	768	rps4e			
FLGBHGLA_14580	CDS	591	rpl5		COG0094	50S ribosomal protein L5
FLGBHGLA_14580	gene	591	rpl5			
FLGBHGLA_14590	CDS	165			COG0199	30S ribosomal protein S14 type Z
FLGBHGLA_14590	gene	165				
FLGBHGLA_14600	CDS	402	rps8		COG0096	30S ribosomal protein S8
FLGBHGLA_14600	gene	402	rps8			
FLGBHGLA_14610	CDS	384			COG0517	putative protein
FLGBHGLA_14610	gene	384				
FLGBHGLA_14620	CDS	1935				hypothetical protein
FLGBHGLA_14620	gene	1935				
FLGBHGLA_14630	CDS	1209	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
FLGBHGLA_14630	gene	1209	purT			
FLGBHGLA_14640	CDS	720	flpA	2.1.1.-	COG1889	Fibrillarin-like rRNA/tRNA 2'-O-methyltransferase
FLGBHGLA_14640	gene	720	flpA			
FLGBHGLA_14650	CDS	1122				hypothetical protein
FLGBHGLA_14650	gene	1122				
FLGBHGLA_14660	CDS	1272	miaB	2.8.4.3		tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
FLGBHGLA_14660	gene	1272	miaB			
FLGBHGLA_14670	CDS	516				hypothetical protein
FLGBHGLA_14670	gene	516				
FLGBHGLA_14680	CDS	1050				hypothetical protein
FLGBHGLA_14680	gene	1050				
FLGBHGLA_14690	CDS	807	thyX	2.1.1.148	COG1351	Flavin-dependent thymidylate synthase
